"","Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"336","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240906_15CM",5,20240903,20240906,913,1151,"EDT",131.0875,4.0888,"Within_Range","SO4 checks perc diff out of range",1116.0869,31.4834,"Within_Range",NA,2.0168,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"337","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20240906_15CM",5,20240903,20240906,900,1115,"EDT",167.8868,5.2366,"Within_Range","SO4 checks perc diff out of range",1955.902,55.1735,"Within_Range",NA,3.5343,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"338","COMPASS","TEMPEST","C","C6",15,NA,NA,"TMP_C_C6_20241003_15CM",5,20240930,20241003,1127,1424,"EDT",1.6482,0.0514,"Within_Range","SO4 checks perc diff out of range",13.7177,0.387,"Within_Range",NA,0.0248,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"339","COMPASS","TEMPEST","C","F6",15,NA,NA,"TMP_C_F6_20241003_15CM",5,20240930,20241003,1113,1441,"EDT",1.3263,0.0414,"Within_Range","SO4 checks perc diff out of range",7.9521,0.2243,"Within_Range",NA,0.0144,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"340","COMPASS","TEMPEST","C","D5",15,NA,NA,"TMP_C_D5_20241003_15CM",5,20240930,20241003,1124,1436,"EDT",0.5282,0.0165,"Within_Range","SO4 checks perc diff out of range",3.5977,0.1015,"Within_Range",NA,0.0065,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"341","COMPASS","TEMPEST","C","F4",15,NA,NA,"TMP_C_F4_20241003_15CM",5,20240930,20241003,1117,1458,"EDT",0.5108,0.0159,"Within_Range","SO4 checks perc diff out of range",2.816,0.0794,"Within_Range",NA,0.0051,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"342","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20241003_15CM",5,20240930,20241003,1152,1208,"EDT",0.5375,0.0168,"Within_Range","SO4 checks perc diff out of range",8.1991,0.2313,"Within_Range",NA,0.0148,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"343","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20241003_15CM",5,20240930,20241003,935,1304,"EDT",26.0317,0.812,"Within_Range","SO4 checks perc diff out of range",240.1245,6.7736,"Within_Range",NA,0.4339,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Yellow"
"344","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20241003_15CM",5,20240930,20241003,936,1326,"EDT",232.6686,7.2573,"Within_Range","SO4 checks perc diff out of range",1985.6943,56.0139,"Within_Range",NA,3.5882,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"345","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20241003_15CM",5,20240930,20241003,928,1240,"EDT",69.9716,2.1825,"Within_Range","SO4 checks perc diff out of range",693.2407,19.5554,"Within_Range",NA,1.2527,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"346","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20241003_15CM",5,20240930,20241003,948,1415,"EDT",151.4184,4.723,"Within_Range","SO4 checks perc diff out of range",1629.5775,45.9683,"Within_Range",NA,2.9447,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"347","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20241003_15CM",5,20240930,20241003,926,1233,"EDT",83.5149,2.605,"Within_Range","SO4 checks perc diff out of range",702.1478,19.8067,"Within_Range",NA,1.2688,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"348","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20241003_15CM",5,20240930,20241003,940,1347,"EDT",116.7321,3.6411,"Within_Range","SO4 checks perc diff out of range",1032.1774,29.1164,"Within_Range",NA,1.8652,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"349","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20241003_15CM",5,20240930,20241003,1113,1255,"EDT",126.6665,3.9509,"Within_Range","SO4 checks perc diff out of range",1035.9823,29.2238,"Within_Range",NA,1.872,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"350","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20241003_15CM",5,20240930,20241003,945,1402,"EDT",113.9217,3.5534,"Within_Range","SO4 checks perc diff out of range",1203.5409,33.9504,"Within_Range",NA,2.1748,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"351","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20241003_15CM",5,20240930,20241003,938,1336,"EDT",89.0147,2.7765,"Within_Range","SO4 checks perc diff out of range",541.9973,15.2891,"Within_Range",NA,0.9794,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"352","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20241003_15CM",5,20240930,20241003,1138,1355,"EDT",85.2432,2.6589,"Within_Range","SO4 checks perc diff out of range",774.5142,21.8481,"Within_Range",NA,1.3996,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"353","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20241003_15CM",5,20240930,20241003,1149,1215,"EDT",0.53,0.0165,"Within_Range","SO4 checks perc diff out of range",16.4066,0.4628,"Within_Range",NA,0.0297,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"354","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20241003_15CM",5,20240930,20241003,1145,1225,"EDT",1.0156,0.0317,"Within_Range","SO4 checks perc diff out of range",6.6141,0.1866,"Within_Range",NA,0.012,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"355","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20241104_15CM",5,20241101,20241104,1250,936,"EST",120.5829,3.7612,"Within_Range","SO4 checks perc diff out of range",1190.1863,33.5737,"Within_Range",NA,2.1507,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","clear"
"356","COMPASS","TEMPEST","C","F4",15,NA,NA,"TMP_C_F4_20241213_15CM",5,20241210,20241213,1428,1458,"EST",0.6343,0.0198,"Within_Range","SO4 checks perc diff out of range",2.5898,0.0731,"Within_Range",NA,0.0047,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"357","COMPASS","TEMPEST","C","E3",15,NA,NA,"TMP_C_E3_20241213_15CM",5,20241210,20241213,1434,1450,"EST",0.6505,0.0203,"Within_Range","SO4 checks perc diff out of range",3.8053,0.1073,"Within_Range",NA,0.0069,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"358","COMPASS","TEMPEST","C","I5",15,NA,NA,"TMP_C_I5_20241213_15CM",5,20241210,20241213,1418,1515,"EST",0.5659,0.0177,"Within_Range","SO4 checks perc diff out of range",6.9838,0.197,"Within_Range",NA,0.0126,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"359","COMPASS","TEMPEST","C","D5",15,NA,NA,"TMP_C_D5_20241213_15CM",5,20241210,20241213,1448,1430,"EST",16.0863,0.5018,"Within_Range","SO4 checks perc diff out of range",2.1748,0.0613,"Within_Range",NA,0.004,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"360","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20241213_15CM",5,20241210,20241213,1415,1523,"EST",0.7772,0.0242,"Within_Range","SO4 checks perc diff out of range",1.3009,0.0367,"Within_Range",NA,0.0024,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"361","COMPASS","TEMPEST","C","B4",15,NA,NA,"TMP_C_B4_20241213_15CM",5,20241210,20241213,1440,1440,"EST",3.8818,0.1211,"Within_Range","SO4 checks perc diff out of range",13.7413,0.3876,"Within_Range",NA,0.0249,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"362","COMPASS","TEMPEST","C","C6",15,NA,NA,"TMP_C_C6_20241213_15CM",5,20241210,20241213,1444,1412,"EST",0.549,0.0171,"Within_Range","SO4 checks perc diff out of range",6.4891,0.183,"Within_Range",NA,0.0118,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"363","COMPASS","TEMPEST","C","C3",15,NA,NA,"TMP_C_C3_20241213_15CM",5,20241210,20241213,1437,1445,"EST",0.6865,0.0214,"Within_Range","SO4 checks perc diff out of range",4.2425,0.1197,"Within_Range",NA,0.0077,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"364","COMPASS","TEMPEST","C","F6",15,NA,NA,"TMP_C_F6_20241213_15CM",5,20241210,20241213,1425,1515,"EST",15.9973,0.499,"Within_Range","SO4 checks perc diff out of range",1.6705,0.0471,"Within_Range",NA,0.003,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"365","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20241213_15CM",5,20241210,20241213,1421,1511,"EST",0.5334,0.0166,"Within_Range","SO4 checks perc diff out of range",4.2429,0.1197,"Within_Range",NA,0.0077,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"366","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20241213_15CM",5,20241210,20241213,1347,1120,"EST",23.2406,0.7249,"Within_Range","SO4 checks perc diff out of range",2.4832,0.07,"Within_Range",NA,0.0045,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","yellow"
"367","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20241213_15CM",5,20241210,20241213,1338,1054,"EST",12.4029,0.3869,"Within_Range","SO4 checks perc diff out of range",3.0353,0.0856,"Within_Range",NA,0.0055,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"368","COMPASS","TEMPEST","FW","E3",15,NA,NA,"TMP_FW_E3_20241213_15CM",5,20241210,20241213,1352,1130,"EST",1.8616,0.0581,"Within_Range","SO4 checks perc diff out of range",9.0908,0.2564,"Within_Range",NA,0.0165,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"369","COMPASS","TEMPEST","FW","B4",15,NA,NA,"TMP_FW_B4_20241213_15CM",5,20241210,20241213,1406,1158,"EST",1.2878,0.0402,"Within_Range","SO4 checks perc diff out of range",10.6641,0.3008,"Within_Range",NA,0.0193,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"370","COMPASS","TEMPEST","FW","F6",15,NA,NA,"TMP_FW_F6_20241213_15CM",5,20241210,20241213,1356,1102,"EST",17.8447,0.5566,"Within_Range","SO4 checks perc diff out of range",2.5459,0.0718,"Within_Range",NA,0.0046,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","light yellow"
"371","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20241213_15CM",5,20241210,20241213,1212,1306,"EST",5.5059,0.1717,"Within_Range","SO4 checks perc diff out of range",99.5507,2.8082,"Within_Range",NA,0.1799,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","light yellow"
"372","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20241213_15CM",5,20241210,20241213,1220,1342,"EST",55.8242,1.7412,"Within_Range","SO4 checks perc diff out of range",460.7384,12.9969,"Within_Range",NA,0.8326,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"373","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20241213_15CM",5,20241210,20241213,1218,1333,"EST",92.7313,2.8924,"Within_Range","SO4 checks perc diff out of range",781.9851,22.0588,"Within_Range",NA,1.4131,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"374","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20241213_15CM",5,20241210,20241213,1218,1333,"EST",81.386,2.5386,"Within_Range","SO4 checks perc diff out of range",530.9105,14.9763,"Within_Range",NA,0.9594,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"375","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20241213_15CM",5,20241210,20241213,1225,1346,"EST",80.107,2.4987,"Within_Range","SO4 checks perc diff out of range",875.9982,24.7108,"Within_Range",NA,1.583,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"376","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20241213_15CM",5,20241210,20241213,1216,1329,"EST",43.1272,1.3452,"Within_Range","SO4 checks perc diff out of range",345.7927,9.7544,"Within_Range",NA,0.6249,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"377","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20241213_15CM",5,20241210,20241213,1223,1357,"EST",71.8185,2.2401,"Within_Range","SO4 checks perc diff out of range",835.7243,23.5747,"Within_Range",NA,1.5102,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"378","COMPASS","TEMPEST","SW","C6",15,NA,NA,"TMP_SW_C6_20241213_15CM",5,20241210,20241213,1201,1230,"EST",34.192,1.0665,"Within_Range","SO4 checks perc diff out of range",268.5275,7.5748,"Within_Range",NA,0.4853,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"379","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20241213_15CM",5,20241210,20241213,1214,1318,"EST",210.715,6.5725,"Within_Range","SO4 checks perc diff out of range",1380.4004,38.9394,"Within_Range",NA,2.4944,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"380","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20241213_15CM",5,20241210,20241213,1203,1236,"EST",48.2002,1.5034,"Within_Range","SO4 checks perc diff out of range",340.3978,9.6022,"Within_Range",NA,0.6151,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Clear"
"381","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20241213_15CM",5,20241210,20241213,1341,1036,"EST",0.3254,0.0101,"Within_Range","SO4 checks perc diff out of range",10.3647,0.2924,"Within_Range",NA,0.0188,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"382","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20241213_15CM",5,20241210,20241213,1359,1205,"EST",1.728,0.0539,"Within_Range","SO4 checks perc diff out of range",5.7085,0.161,"Within_Range",NA,0.0103,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","light yellow"
"383","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20241213_15CM",5,20241210,20241213,1402,1218,"EST",0.9728,0.0303,"Within_Range","SO4 checks perc diff out of range",5.1301,0.1447,"Within_Range",NA,0.0093,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"384","COMPASS","TEMPEST","FW","C3",15,NA,NA,"TMP_FW_C3_20241213_15CM",5,20241210,20241213,1409,1146,"EST",13.9906,0.4364,"Within_Range","SO4 checks perc diff out of range",2.8251,0.0797,"Within_Range",NA,0.0051,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","yellow"
"385","COMPASS","TEMPEST","FW","H3",15,NA,NA,"TMP_FW_H3_20241213_15CM",5,20241210,20241213,1345,1111,"EST",1.0718,0.0334,"Within_Range","SO4 checks perc diff out of range",8.7409,0.2466,"Within_Range",NA,0.0158,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ",NA
"386","COMPASS","TEMPEST","C","Rainwater",NA,NA,NA,"TMP_C_RAINWATER_20241212",5,NA,20241212,NA,930,NA,0.1522,0.0047,"Within_Range","SO4 checks perc diff out of range",0.0405,0.0011,"Within_Range",NA,1e-04,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Sub-sampled 20241217"
"387","COMPASS","TEMPEST","FW","Rainwater",NA,NA,NA,"TMP_FW_RAINWATER_20241212",5,NA,20241212,NA,930,NA,0.1483,0.0046,"Within_Range","SO4 checks perc diff out of range",0.0865,0.0024,"Within_Range",NA,2e-04,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Sub-sampled 20241217"
"388","COMPASS","TEMPEST","SW","Rainwater",NA,NA,NA,"TMP_SW_RAINWATER_20241212",5,NA,20241212,NA,930,NA,0.1207,0.0038,"Within_Range","SO4 checks perc diff out of range",0.2715,0.0077,"Within_Range",NA,5e-04,"2025-08-13","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  ","Sub-sampled 20241217"
"389","COMPASS","TEMPEST","C","H6",15,NA,NA,"TMP_C_H6_20240607_15CM",5,20240604,20240607,930,1128,"EDT",0.1648,0.0051,"Within_Range","SO4 checks perc diff out of range",0.5964,0.0168,"Within_Range",NA,0.0011,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"390","COMPASS","TEMPEST","C","H3",15,NA,NA,"TMP_C_H3_20240607_15CM",5,20240604,20240607,1203,1102,"EDT",0.1768,0.0055,"Within_Range","SO4 checks perc diff out of range",2.0158,0.0569,"Within_Range",NA,0.0037,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"391","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20240607_15CM",5,20240604,20240607,1329,1445,"EDT",0.2565,0.008,"Within_Range","SO4 checks perc diff out of range",0.2903,0.0082,"Within_Range",NA,6e-04,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"392","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20240607_15CM",5,20240604,20240607,1251,1434,"EDT",16.1069,0.5024,"Within_Range","SO4 checks perc diff out of range",1.3221,0.0373,"Within_Range",NA,0.0024,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"393","COMPASS","TEMPEST","FW","H6",15,NA,NA,"TMP_FW_H6_20240607_15CM",5,20240604,20240607,1339,1514,"EDT",1.4251,0.0445,"Within_Range","SO4 checks perc diff out of range",0.2529,0.0071,"Within_Range",NA,5e-04,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"394","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240607_15CM",5,20240604,20240607,1215,1503,"EDT",0.0066,2e-04,"Within_Range","SO4 checks perc diff out of range",0.3061,0.0086,"Within_Range",NA,6e-04,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"395","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20240607_15CM",5,20240604,20240607,1305,1156,"EDT",15.7443,0.4911,"Within_Range","SO4 checks perc diff out of range",1.0747,0.0303,"Within_Range",NA,0.002,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","yellow"
"396","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240607_15CM",5,20240604,20240607,1033,1409,"EDT",2.1851,0.0682,"Within_Range","SO4 checks perc diff out of range",7.3016,0.206,"Within_Range",NA,0.0132,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","yellow"
"397","COMPASS","TEMPEST","C","H6",15,"T0",NA,"TMP_C_H6_20240610_15CM_T0",5,20240607,20240610,1128,1406,"EDT",0.2255,0.007,"Within_Range","SO4 checks perc diff out of range",1.915,0.054,"Within_Range",NA,0.0035,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"398","COMPASS","TEMPEST","FW","D5",15,"T0",NA,"TMP_FW_D5_20240610_15CM_T0",5,20240607,20240610,1445,1403,"EDT",0.1935,0.006,"Within_Range","SO4 checks perc diff out of range",2.4155,0.0681,"Within_Range",NA,0.0044,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"399","COMPASS","TEMPEST","FW","I5",15,"T0",NA,"TMP_FW_I5_20240610_15CM_T0",5,20240607,20240610,1503,1445,"EDT",0,0,"bdl","SO4 checks perc diff out of range",1.22,0.0344,"Within_Range",NA,0.0022,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
